
Timestamp,Cloudlet ID,Carbon Intensity (gCO2/KWH),Energy Consumption (KJ),Carbon Emission (gCO2)
1700021878.2897995,9640ff99-6700-4958-a0b1-c667e8d8b52c,343.0,0.033100993116756,0.0031537890664020303
1700021892.996523,9640ff99-6700-4958-a0b1-c667e8d8b52c,343.0,0.03266442312962456,0.0031121936481836735
1700021908.8441875,9640ff99-6700-4958-a0b1-c667e8d8b52c,343.0,0.03603830558569978,0.0034336496710819513
1700021925.9523835,9640ff99-6700-4958-a0b1-c667e8d8b52c,343.0,0.032924283342534666,0.0031369525518026085
1700021939.548458,9640ff99-6700-4958-a0b1-c667e8d8b52c,343.0,0.033358573533910404,0.0031783307561475747
1700021956.2241776,9640ff99-6700-4958-a0b1-c667e8d8b52c,343.0,0.03328230579267351,0.0031710641352463926
1700021970.7420695,9640ff99-6700-4958-a0b1-c667e8d8b52c,343.0,0.030435800500343863,0.00289985543656054
1700021983.6792336,9640ff99-6700-4958-a0b1-c667e8d8b52c,343.0,0.03256480308943397,0.003102702072132181
1700021999.286869,9640ff99-6700-4958-a0b1-c667e8d8b52c,343.0,0.03568493236647608,0.0033999810560281377
1700022013.6120489,9640ff99-6700-4958-a0b1-c667e8d8b52c,343.0,0.03255284780513763,0.003101562999211724
1700022029.8553696,9640ff99-6700-4958-a0b1-c667e8d8b52c,343.0,0.031159607111144776,0.0029688181219785165
1700022044.0915697,9640ff99-6700-4958-a0b1-c667e8d8b52c,343.0,0.036734225680468656,0.0034999553912224302
1700022059.1452606,9640ff99-6700-4958-a0b1-c667e8d8b52c,343.0,0.035226420791137,0.003356295092044442
1701896947.696013,a5ac556f-3931-4c65-8ea9-95c44604b4b8,56.44,0.03358667767739881,0.000526564468920108
1701896962.8263505,a5ac556f-3931-4c65-8ea9-95c44604b4b8,56.44,0.032470069746003485,0.000509058537906788
1701896977.8241172,a5ac556f-3931-4c65-8ea9-95c44604b4b8,56.44,0.034998083101380986,0.0005486921695116507
1701896992.822534,a5ac556f-3931-4c65-8ea9-95c44604b4b8,56.44,0.045555373475984165,0.0007142070219401517
1701897007.8620112,a5ac556f-3931-4c65-8ea9-95c44604b4b8,56.44,0.032992767772191775,0.000517253281406251
1701976152.5743139,045cb07d-ccc0-4a38-8c48-c1f5a049535e,346.0,0.08493360133696208,0.008163062795163578
1701976167.5748842,045cb07d-ccc0-4a38-8c48-c1f5a049535e,346.0,0.08480218321153987,0.00815043205310911
1701976182.563713,045cb07d-ccc0-4a38-8c48-c1f5a049535e,346.0,0.08455352624062015,0.008126533355348492
1701976197.54317,045cb07d-ccc0-4a38-8c48-c1f5a049535e,346.0,0.08389589067853535,0.008063327270770342
1701976212.7778227,045cb07d-ccc0-4a38-8c48-c1f5a049535e,346.0,0.0841571018508367,0.008088432566774861
1701976227.6498456,045cb07d-ccc0-4a38-8c48-c1f5a049535e,346.0,0.08399500570591371,0.008072853326179484
1701976242.6090162,045cb07d-ccc0-4a38-8c48-c1f5a049535e,346.0,0.08587170386558342,0.008253224871525518
1701976257.5755126,045cb07d-ccc0-4a38-8c48-c1f5a049535e,346.0,0.08551182611764215,0.008218636621306718
1701976272.5179605,045cb07d-ccc0-4a38-8c48-c1f5a049535e,346.0,0.08497134628512205,0.008166690504070064
1701995682.629126,045cb07d-ccc0-4a38-8c48-c1f5a049535e,338.0,0.08435118471555964,0.007919639009405321
1701995697.556005,045cb07d-ccc0-4a38-8c48-c1f5a049535e,338.0,0.08492843411786888,0.00797383631439991
1701995712.5760565,045cb07d-ccc0-4a38-8c48-c1f5a049535e,338.0,0.08392716274684323,0.007879828057898058
1701995727.7389367,045cb07d-ccc0-4a38-8c48-c1f5a049535e,338.0,0.08417549206830151,0.007903143421968307
1701995742.5964463,045cb07d-ccc0-4a38-8c48-c1f5a049535e,338.0,0.08474094328770046,0.007956233008678544
1701995757.5157442,045cb07d-ccc0-4a38-8c48-c1f5a049535e,338.0,0.0841814688925693,0.007903704579357896
1701995772.5001335,045cb07d-ccc0-4a38-8c48-c1f5a049535e,338.0,0.08397087967946419,0.00788393259212747
1701995787.5184631,045cb07d-ccc0-4a38-8c48-c1f5a049535e,338.0,0.08455165691230644,0.007938461121210993
1701995802.6463776,045cb07d-ccc0-4a38-8c48-c1f5a049535e,338.0,0.08455688191258534,0.007938951690681623
1701995817.607415,045cb07d-ccc0-4a38-8c48-c1f5a049535e,338.0,0.08453821010974989,0.00793719861585985
1701995832.550851,045cb07d-ccc0-4a38-8c48-c1f5a049535e,338.0,0.08402804571476435,0.007889299847663987
1701995847.582815,045cb07d-ccc0-4a38-8c48-c1f5a049535e,338.0,0.0837940531554177,0.007867330546258662
1701995862.5513227,045cb07d-ccc0-4a38-8c48-c1f5a049535e,338.0,0.0841033265722103,0.007896367883724189
1701995877.537636,045cb07d-ccc0-4a38-8c48-c1f5a049535e,338.0,0.08561218873836882,0.008038033275991294
1701995892.5317254,045cb07d-ccc0-4a38-8c48-c1f5a049535e,338.0,0.08437405164474601,0.007921785959978932
1701995907.5529,045cb07d-ccc0-4a38-8c48-c1f5a049535e,338.0,0.0842909387193709,0.007913982579763158
1701995922.5322464,045cb07d-ccc0-4a38-8c48-c1f5a049535e,338.0,0.08414757727694103,0.007900522533223908
1701995937.571156,045cb07d-ccc0-4a38-8c48-c1f5a049535e,338.0,0.08426367218062199,0.007911422554736175
1701995952.6048043,045cb07d-ccc0-4a38-8c48-c1f5a049535e,338.0,0.08401523694663032,0.007888097246655847
1701995967.50891,045cb07d-ccc0-4a38-8c48-c1f5a049535e,338.0,0.08422443546522292,0.007907738663123706
1701995982.5532627,045cb07d-ccc0-4a38-8c48-c1f5a049535e,338.0,0.08537735444757504,0.008015984945355657
1701995997.611608,045cb07d-ccc0-4a38-8c48-c1f5a049535e,338.0,0.08452539538258523,0.007935995455364947
